index,recipe_name,sentence1,sentence2,label
680,Slow_cooked_chicken_korma_recipe_-_All_recipes_UK,Bring to the boil and then transfer to slow cooker pouring over chicken.,"Mix in chicken stock, sugar and salt.",1
681,amy-s-creamy-chicken-and-tarragon-tagliatelle,Add the cream and cream cheese and stir well until combined to make a sauce.,Stir in the white wine and allow this to boil and reduce to half the amount.,1
682,kahlua-bread-pudding,Set aside.,"Press gently, to moisten the bread cubes.",1
683,classic-peperonata,"Add peppers and cook, stirring continuously, for a further 3 minutes before stirring in the garlic, passata and parsley, combine well and season to taste.",Gently heat the oil in a large frying pan over a medium heat.,1
684,vodka-penne,"Transfer pasta to a large bowl and pour vodka sauce over, tossing to coat pasta with the sauce to serve.","Reduce heat to low, stir in the Pecorino Romano cheese and simmer for 2 hours, stirring occasionally.",1
685,baked-onion-bhajis,Add the onions and tomato puree into a bowl and mix.,Remove from the heat.,1
686,kwarezimal,"While still hot, spread with Malta honey and press on chopped, unsalted pistachio nuts or chopped roasted almonds or hazel nuts.",Heat and melt the margarine in a saucepan.,1
687,veggie-burgers,"Fry the burgers over a low to moderate heat for about 5 minutes on each side, or until they are firm and golden.",The mixture should bind together well.,1
688,victoria-sponge-cake-with-buttercream,"After cake has cooled, sandwich together with buttercream and jam.",Continue till smooth.,1
689,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,"Add the dumplings, put back in the oven and cook for a further 30 minutes with the lid on.",Add all the vegetables to the same frying pan and get a little colour on them.,1
690,Italian_style_pizza_recipe_-_All_recipes_UK,"Again, go easy on the cheese to stop the oil from making the base soggy.",Put all the ingredients for the dough except for the semolina into a breadmaker in the order listed.,1
691,mango-crumble,Cut in cold butter until mixture resembles coarse crumbs.,"Prepare the topping: In a large bowl, combine flour, oats, the 120g brown sugar, nutmeg, and crystallized ginger.",1
692,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,"Bake until golden, about 20 minutes.",Roll up the dough like a Swiss roll.,1
693,My_yummy_lemon_cheesecake_recipe_-_All_recipes_UK,Slowly add the lemon juice to the mix a wee bit at a time.,( Use a smaller tin if you want a thicker base. ),1
694,Walnut_and_Sultana_Spice_Cake_recipe_-_All_recipes_UK,Bake for 45 to 55 minutes.,Pour mixture into greased tin.,1
695,egg-and-bacon-breakfast-parcels,Just serve it hot and enjoy!,Place plate on top on top of loaf and flip over (invert) to remove cooked surprise.,1
696,Italian_style_pizza_recipe_-_All_recipes_UK,I like to add peppers and Parma ham or smoked chorizo slices.,Defrost thoroughly before using.,1
697,wholesome-pumpkin-pancakes,Bubbles will start to form in the pancakes.,Pour in about 4 tablespoons of batter for each pancake.,1
698,baked-onion-bhajis,"Bake on the middle shelf of the oven for 20-25 minutes, drizzle a little oil on top of the bhajis and bake for an additional 25 minutes or until golden brown.","Add a little bit of water to get the correct consistency, it should be wet and easy to stir, but not sloppy.",1
699,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Enjoy and feel Christmasy!,Melt butter over a medium heat.,1
700,easy-grilled-naan,"Brush butter on both sides, then return to the grill and cook the other side for another 2 minutes, or until firm and golden.","Punch down dough, and knead well.",1
701,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,"After 30 minutes remove the lid, turn the oven up to 220C and cook for 10 to 15 minutes so you get some colour on the dumplings that have risen to the top.",It's important to brown the sausages first in a large frying pan to get some flavour going (use a little olive oil in the pan to get them going).,1
702,norwegian-bacon-and-cabbage,"Let cool slightly, then stir in the vinegar and sugar.",Season with a little salt and pepper.,1
703,sicilian-braccialoni,Sear the outside of the roast on all sides.,Heat 2 tablespoons of olive oil in a large saucepan or stock pot over medium-high heat.,1
704,salmon-fillet-in-a-lemon-thyme-cream-sauce,Stir for 4 to 6 minutes.,Melt the butter in a small saucepan over a medium heat then add the thyme.,1
705,family-friendly-cottage-pie,"Bake in a preheated 200 C / Gas 6 oven for 15 to 20 minutes, or until the cheese is golden brown.",Once soft add the mince and fry until browned.,1
706,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Let the lasagne rest for ten minutes before serving.,cook for only a couple of minutes.,1
707,Cashew_chicken_stir_fry_recipe_-_All_recipes_UK,"Stir in the chicken; cook and stir until the chicken is no longer pink, about 5 minutes.",Heat half of the oil in a wok or large frying pan over high heat.,1
708,best-ever-tiramisu,Fold egg whites into mascarpone mixture.,"Beat in mascarpone, brandy and vanilla until smooth.",1
709,Ultimate_sponge_cake_recipe_-_All_recipes_UK,"Add boiling water from the kettle and fold in quickly, just until liquid is blended.","Fold orange zest, orange juice and lemon extract into the egg mixture.",1
710,new-twist-tuna-nicoise-salad,"Once it is about 3mm ""white-edged"" (but still pink in the centre), take the tuna off the pan, let rest, and then slice thinly before adding to the salad.","Heat up a frying pan, and when particularly hot, sear the tuna steak on both sides.",1
711,date-and-lemon-scones,Press dough out to 2cm thick.,Turn onto a lightly floured surface and knead gently until dough comes together.,1
712,Slow_cooked_chicken_korma_recipe_-_All_recipes_UK,Add the cream and ground up nuts.,"Mix in chicken stock, sugar and salt.",1
713,teriyaki-chicken-meatballs,Mix by hand until a sticky dough forms.,"In a bowl, combine minced chicken, spring onions, fresh ginger, sake, water, cornflour and soy sauce.",1
714,Clone_of_a_cinnabon_recipe_-_All_recipes_UK,Spread dough with 75g butter and sprinkle evenly with sugar / cinnamon mixture.,"After the dough has doubled in size turn it out onto a lightly floured surface, cover and let rest for 10 minutes.",1
715,vanilla-cupcakes-with-vanilla-buttercream,Fill the muffin cups 2/3 full with the batter and bake in the preheated oven for about 17-20 minutes.,The batter will be very lumpy and the butter might remain together.,1
716,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Decorate as much or as little as you like!,Grease two 23cm round cake tins.,1
717,Italian_style_pizza_recipe_-_All_recipes_UK,I like to add peppers and Parma ham or smoked chorizo slices.,Sprinkle the base with semolina and flip onto your tray.,1
718,pumpkin-in-ginger-sauce,"Serve with rice, bulgur or couscous for a complete meal.",Add soya sauce and bring to the boil then take off the heat.,1
719,My_own_famous_dolmades_recipe_-_All_recipes_UK,Sprinkle with remaining lemon juice and with olive oil.,"Take one leaf, shiny side down, and place 1 teaspoon of the rice mixture at the bottom (stem) end of the leaf.",1
720,cherry-and-redcurrant-jam,Leave undisturbed for 24 hours in a cool dark place.,Transfer the jam to sterilised jars and cover immediately.,1
721,Slow_cooked_chicken_korma_recipe_-_All_recipes_UK,"Mix in chicken stock, sugar and salt.",Remove from pan and place in slow cooker.,1
722,pumpkin-in-ginger-sauce,Remove from the oven and allow to cool so that it can be handled easily.,Carefully cut the pumpkin in half and remove the seeds.,1
723,paganpete-s-simple-sausage-stew,Cut Sausages in half.,Cook the sausages under a grill or in a frying pan until almost cooked.,1
724,barbecued-teriyaki-tuna-steaks,Cook to desired doneness.,Seal the bag with as little air in it as possible.,1
725,Thyme_roast_pork_with_cider_cream_sauce_recipe_-_All_recipes_UK,Slice the pork loin and serve with the parsnips and cider cream.,Remove pork and parsnips from oven and leave to rest for 10 minutes.,1
726,date-and-lemon-scones,Brush the tops with milk and sprinkle with a little sugar.,Press dough together gently and repeat using the remaining dough.,1
727,kahlua-bread-pudding,Place baking dish in a larger baking tin.,Let stand 30 minutes.,1
728,layered-chicken-enchiladas,Spread 1/2 the chicken mixture over tortilla layer.,Repeat with one or two more tortillas until bottom of dish is covered.,1
729,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Bake at 170 C / Gas 3 for 60 to 65 minutes.,"Fold orange zest, orange juice and lemon extract into the egg mixture.",1
730,japanese-scrambled-eggs-with-anchovies,Mix fish and egg together.,Adjust the taste of the broth with more mirin and soy sauce if you like.,1
731,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Once balls are entirely covered in turkey, place in freezer for 30mins (fridge for an hour or so) until set.",Add chicken stock (little bit at a time) and egg to bread crumbs and mix.,1
732,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,Sprinkle with the flaked almonds.,Leave to cool.,1
733,classic-peperonata,"Stir in the torn basil leaves, taste for seasoning and serve.","Increase heat to bring to the boil, stirring frequently.",1
734,pete-s-pulled-pork--slow-cooker-style,"Remove any lumps of fat you find, and of course any bones.",Take the pork out of the slow cooker and leave it to stand for 10 to 20 minutes.,1
735,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"Bake uncovered in preheated oven until cheese on top is melted and brown, 15 to 20 minutes.","Once melted, add the flour and stir constantly for 2 minutes.",1
736,peach-pudding,Leave to cool and serve!,Place in the oven and cook for about 15 minutes or until golden brown.,1
737,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Bake loosely covered for 2 1/2 hours in the preheated oven.,"Season with cardamom, cinnamon, saffron powder and salt.",1
738,Best_bread_machine_loaf_recipe_-_All_recipes_UK,"Select Basic or White Bread setting, and press Start.","Add the oil, flour and salt to the yeast.",1
739,dal-fritters,Combine all the ingredients together.,Soak chana dal for 4 hours.,1
740,classic-arrabbiata-sauce,Ladle over the hot cooked pasta of your choice.,Reduce heat to medium and simmer uncovered about 15 minutes.,1
741,sweet-potato-and-bean-soup,Return to the pan.,Add the butter beans to the soup.,1
742,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,"In a blender, process remaining peppers, garlic and 7 tablespoons stock just long enough to chop the peppers, but not purÃ©e them; you want to see the different colours.","Bring to the boil, cover and simmer.",1
743,layered-chicken-enchiladas,Sprinkle 1/3 of the grated cheese over chicken layer.,Mix enchilada sauce and cream together in a shallow bowl.,1
744,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"Serve immediately, with extra soy sauce to sprinkle.","Stir-fry for 30 seconds, then add the vegetables and toss these around for another 30 seconds.",1
745,easy-chicken-coconut-curry,"Stir into mixture, reduce heat to low and simmer about 30 minutes, until carrots and celery are tender.","Cook chicken in hot oil, being careful not to put too much in the pan at once, so that they brown evenly.",1
746,Perfect_apple_crumble_recipe_-_All_recipes_UK,Check that the fruit is cooked by mashing it a bit with a wooden spoon.,"Allow to stew gently for half an hour, stirring occasionally with a wooden spoon.",1
747,Pasta_salad_with_tuna_mayonnaise_recipe_-_All_recipes_UK,"Arrange the wedges decoratively over the salad, then serve.","Add the pepper, cucumber and sweetcorn to the pasta and toss together.",1
748,walnut-biscotti-with-coconut,Place them on an unprepared baking tray and flatten them until they are about 7.5cm wide.,Divide dough into 2 pieces.,1
749,cinnamon-nut-crunch-cake,Scatter over the remaining topping and press down very lightly.,"Lightly sift in flour, baking powder and salt, and fold in with a metal spoon.",1
750,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,"Bake for 15 minutes in the preheated oven, or until a skewer inserted into the cake comes out clean.","In a large bowl, cream together the butter and sugar until light and fluffy.",1
751,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,"When bottom tortilla is lightly brown and cheese has started to melt, flip quesadilla and cook on the opposite side.","In a clean, heavy frying pan, heat one flour tortilla.",1
752,spinach-and-salmon-timbales,"Add half of the beaten egg, the nutmeg and seasoning to taste, and mix thoroughly.",Cover and cook over a moderately high heat for 2-3 minutes (the water clinging to the leaves will provide enough moisture).,1
753,family-friendly-cottage-pie,Drain the potatoes and mash with milk and butter.,Place the potatoes in a pan of water.,1
754,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Serve with white rice.,Heat the oil in a large heavy frying pan over medium heat.,1
