index,recipe_name,sentence1,sentence2,label
1232,cinnamon-nut-crunch-cake,Beat in egg and milk.,Cream butter and sugar.,1
1233,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Bake at 170 C / Gas 3 for 60 to 65 minutes.,Pour back into sieve.,1
1234,kwarezimal,"Next, add all the remaining kwarezimal ingredients to the flour mixture.",Heat and melt the margarine in a saucepan.,1
1235,Lemon_drizzle_loaf_recipe_-_All_recipes_UK,"Pour the drizzle over the loaf and allow for it to set (once set, the drizzle will be hard) before removing the loaf from the tin and serving.","Add the butter, eggs, lemon zest and the 3 1/2 tablespoons lemon juice.",1
1236,somalian-sambusa,Repeat until wrappers or filling are used up.,"Add onions, leek and garlic and cook, stirring until the onions are transparent.",1
1237,amy-s-creamy-chicken-and-tarragon-tagliatelle,Add the cream and cream cheese and stir well until combined to make a sauce.,"Add the garlic and the chicken and fry until sealed all over, about 5 minutes.",1
1238,dreamy-delight,"Spoon on top of the set Angel Delight layer, then return to the fridge to chill till serving.","Once chocolate is melted, add rice cereal and mix to coat.",1
1239,Garlic_roast_potatoes_recipe_-_All_recipes_UK,Sprinkle over the rosemary and season with salt and pepper.,Add olive oil or melted goose fat and toss the diced potatoes around to coat.,1
1240,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"Once melted, add the flour and stir constantly for 2 minutes.","To make the sauce, in a medium saucepan melt the butter over low heat.",1
1241,curly-endive-and-rice-soup,divide into 4 bowls and drizzle some extra virgin olive oil on top.,"Add the curly endive, scooping it up directly from the water so some water is included.",1
1242,beef-barley-and-mushroom-soup,Serve immediately.,Add 500ml water and simmer whilst preparing the vegetables.,1
1243,Lemon_mackerel_pâté_recipe_-_All_recipes_UK,"Spoon the pÃ¢tÃ© into 4 ramekins, cover with cling film and chill for 30 minutes.",Mash all the ingredients together with a fork.,1
1244,best-ever-tiramisu,Repeat with remaining sponge fingers and marscapone mixture.,Spread half the mascarpone mixture over them and sprinkle some grated chocolate on top.,1
1245,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Bake in preheated oven for 40 minutes or until pastry is golden and puffy.,Stir in soy sauce and balsamic vinegar.,1
1246,mango-crumble,Serve warm.,"Prepare the topping: In a large bowl, combine flour, oats, the 120g brown sugar, nutmeg, and crystallized ginger.",1
1247,creamy-macaroni-salad,Cover and chill for at least 1 hour before serving.,Cool under a cold running tap and drain.,1
1248,spinach-and-salmon-timbales,"Cover each one with a plate, invert and lift off the dish.",Spoon the spinach mixture into the dishes and fold the overhanging pasta strips over the top.,1
1249,somalian-sambusa,Fry the sambusa a few at a time until golden brown.,"Add onions, leek and garlic and cook, stirring until the onions are transparent.",1
1250,sicilian-braccialoni,"Layer the prosciutto over the crumbs, sprinkle with remaining breadcrumbs and chopped hard-boiled eggs.","Drizzle or brush with 1 tablespoon of olive oil, then sprinkle with a thin layer of breadcrumbs.",1
1251,family-friendly-cottage-pie,"Bake in a preheated 200 C / Gas 6 oven for 15 to 20 minutes, or until the cheese is golden brown.",Add the onion with a little oil to a large deep pan over medium high heat.,1
1252,Perfect_apple_crumble_recipe_-_All_recipes_UK,Check that the fruit is cooked by mashing it a bit with a wooden spoon.,"Put the apple chunks into a pan, add three quarters of the sugar, the cinnamon stick or clove and cover.",1
1253,Spanish_style_chicken_stew_recipe_-_All_recipes_UK,"Place the chicken thighs on top, skin-side up.","Stir in carrots and potatoes, then place chicken thighs skin-side up on top of the vegetables.",1
1254,"Best_big,_fat,_chewy_chocolate_chip_cookies_recipe_-_All_recipes_UK","Beat in the vanilla, egg and egg yolk until light and creamy.","In a medium bowl, cream together the melted butter, brown sugar and caster sugar until well blended.",1
1255,brandied-chestnut-and-mushroom-terrine,Sprinkle a little chopped coriander or basil over the top and serve it with mixed salad leaves.,Lightly grease a 900 g (2 lb) loaf tin.,1
1256,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,Serve.,"In a large frying pan, heat 1 tablespoon oil over high heat.",1
1257,Simple_no_fuss_bread_and_butter_pudding_recipe_-_All_recipes_UK,"Layer the bread in the dish adding a handful of sultanas and the sugar mix as you go, covering each slice.",Lightly grease a baking dish.,1
1258,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"Add the remaining oil with the garlic, ginger and chilli.",Place in a small bowl with the cornflour and five-spice powder.,1
1259,Homemade_pizza_base_recipe_-_All_recipes_UK,Sprinkle toppings over sauce (such as basil and mozzarella for a simple margherita pizza).,"When the unit signals, remove dough.",1
1260,creamy-macaroni-salad,Cover and chill for at least 1 hour before serving.,Bring a pot of lightly salted water to the boil.,1
1261,light-chilli-con-carne,Pour in tomatoes and leave to cook for 12 to 15 minutes.,Stir continuously until the mince is browned.,1
1262,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,Put all the prepared vegetables together in a bowl.,"Cut the carrot and leek into 5cm lengths, then cut each piece into fine matchsticks.",1
1263,kahlua-bread-pudding,Pour mixture over bread.,"In a large bowl, beat eggs, 100g sugar, vanilla, almond extract and salt.",1
1264,Simple_no_fuss_bread_and_butter_pudding_recipe_-_All_recipes_UK,Pour over the bread and leave to absorb for 10 minutes.,Mix together the sugar and cinnamon.,1
1265,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Decorate as much or as little as you like!,Pour the mixture evenly into the 2 cake tins.,1
1266,My_yummy_lemon_cheesecake_recipe_-_All_recipes_UK,Leave to chill in the fridge while you make the base.,"Stir together the digestive biscuits, soft brown sugar and melted butter.",1
1267,spinach-and-salmon-timbales,"Pour the herb sauce around, garnish with fennel or dill, if using, and serve.",Mix half the ricotta cheese with the chopped spinach.,1
1268,peach-pudding,Place egg whites in a bowl and add yolks to the heating pan and mix well.,Melt margarine in a small saucepan over a medium heat until melted then add the flour and stir until its all combined.,1
1269,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Bake loosely covered for 2 1/2 hours in the preheated oven.,Process into a pur辿e.,1
1270,date-and-lemon-scones,Serve hot with jam and cream.,"Whisk 150ml milk, the cream and egg together until well combined.",1
1271,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Refrigerate until ready to serve.,Set aside.,1
1272,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,Sieve fennel seeds from stock and return to the boil.,Meanwhile pour vegetable stock into a 2 litre saucepan and add fennel seeds.,1
1273,oriental-chicken-noodle-soup,Stir the chicken into the soup with the lime zest and juice and the pak choi and simmer gently for 2 minutes until the pak choi has wilted.,Meanwhile cut the chicken into fine shreds.,1
1274,mint-chocolate-brownies,"Cover, and chill for at least 1 hour before cutting into squares.",Cool completely in the dish.,1
1275,glazed-beef-meatloaf,Slice into hearty portions and serve.,"Remove foil from the meatloaf, pour over the glaze and bake for an additional 10-20 minutes.",1
1276,easy-grilled-naan,"Roll into balls, cover with a cloth and allow to rise until doubled in size, about 30 minutes.","Punch down dough, and knead well.",1
1277,curly-endive-and-rice-soup,Season to taste;,"Add the curly endive, scooping it up directly from the water so some water is included.",1
1278,Lemon_mackerel_pâté_recipe_-_All_recipes_UK,"Spoon the pÃ¢tÃ© into 4 ramekins, cover with cling film and chill for 30 minutes.","For a smooth version, combine the ingredients in a food processor and process.",1
1279,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Set aside; keep warm.,"For the pico de gallo: In a small bowl, combine tomatoes, onion, lime juice, coriander, fresh chilli, salt and pepper.",1
1280,baked-onion-bhajis,"Serve hot, enjoy!",Preheat the oven to 200 C / Gas 6.,1
1281,mixed-bulgar-rice,"Take off the heat then put a kitchen towel over the saucepan and replace the lid, leave for 5 minutes and then serve.",In a saucepan put the 1 tbsp of butter and melt then add the onion and fry for 5 minutes then add in the mushrooms.,1
1282,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Add chicken stock (little bit at a time) and egg to bread crumbs and mix.,Add crumbs to a large bowl.,1
1283,amy-s-creamy-chicken-and-tarragon-tagliatelle,"Add the water and bring to the boil, then reduce to a simmer.",Add the onions and fry for 5 minutes.,1
1284,My_yummy_lemon_cheesecake_recipe_-_All_recipes_UK,"Pour onto your chilled base, then return to the fridge for a few hours for it to set.",Empty into a 23cm springform cake tin and press out level.,1
1285,cheese-and-broccoli-calzones,"Bake for 20 to 30 minutes, or until golden brown.",Crimp the edges closed with your fingers or a fork.,1
1286,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,Transfer the mixture to the prepared tin and level the top.,Line the bottom and sides of a 23 cm (9 in) springform cake tin with baking parchment.,1
1287,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Set aside.,"Clean the mushrooms, slice them finely and cook in a non-stick pan over medium heat.",1
1288,creamy-lemon-chicken,Turn the heat to medium low.,Place the chicken breasts in the skillet.,1
1289,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,Sprinkle with the flaked almonds.,Line the bottom and sides of a 23 cm (9 in) springform cake tin with baking parchment.,1
1290,baked-onion-bhajis,"Serve hot, enjoy!","Drizzle some oil onto the prepared tray, place 2 tablespoons of the onion mix onto the tray for each bhaji, flatten slightly with the back of the spoon.",1
1291,mrs-davey-s-apple-cake,Mix brown sugar and spice together and sprinkle half over the mix in the tin.,"Peel, core and thinly slice apples and cover with water.",1
1292,beef-rolls-with-mushroom-stuffing,Lift out the beef olives using a draining spoon and keep warm.,Pour in the beef stock and sherry and add the bay leaf.,1
1293,wholesome-pumpkin-pancakes,Stack the pancakes on a plate and keep warm until serving.,Flip the pancakes over and continue cooking until the other side is golden brown.,1
1294,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Turn cake over in tin on a wire rack and let cake hang for 1 hour or until cool.,"Gradually add sugar, beating after each addition.",1
1295,Italian_style_pizza_recipe_-_All_recipes_UK,I like to add peppers and Parma ham or smoked chorizo slices.,"Again, go easy on the cheese to stop the oil from making the base soggy.",1
1296,easy-chicken-coconut-curry,Add drained bamboo shoots.,"When chicken pieces are browned, remove from pan and add the onion.",1
1297,cardiganshire-cawl,Simmer for 1 hour.,"Add onions, carrots and swede.",1
1298,kahlua-bread-pudding,Let stand 30 minutes.,"Heat milk and coffee liqueur in a small saucepan, then whisk into egg mixture.",1
1299,Italian_style_pizza_recipe_-_All_recipes_UK,Add 2 tablespoons of the sauce to a 12 inch pizza and 3 to a 15 inch pizza.,Sprinkle the base with semolina and flip onto your tray.,1
1300,polenta-pizza-base,"Add yeast mixture, and stir to combine.",Dissolve yeast and sugar in 1/3 of the warm water.,1
1301,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,cook for only a couple of minutes.,Season with salt and a little nutmeg then bring to boil,1
1302,peach-pudding,Pour over the cooled custard.,Stir regularly so that it doesn't curdle.,1
1303,easy-grilled-naan,Roll out a ball of dough into an elongated oval.,"Place dough in a well oiled bowl, cover with a damp cloth, and set aside to rise 1 hour, until the dough has doubled in volume.",1
1304,spiced-chocolate-courgette-cake,Bake in a preheated 170 C / Gas 3 oven for 45 minutes.,Sprinkle walnuts and chocolate chips on top.,1
1305,kahlua-bread-pudding,Place baking dish in a larger baking tin.,"Bring dark brown soft sugar, butter and golden syrup to the boil in a large pan.",1
1306,mint-chocolate-brownies,"Cover, and chill for at least 1 hour before cutting into squares.","Beat in eggs one at a time, then stir in the chocolate sauce.",1
1307,family-friendly-cottage-pie,Top with the mashed potato and level out with a fork.,"Meanwhile, add the carrots to a small pan.",1
1308,Homemade_Chicken_Soup_recipe_-_All_recipes_UK,"Return the chicken, carrots, celery and onion to the pot, stir together, and serve.","Heat and simmer, uncovered, until the chicken meat falls off of the bones (skim off foam every so often).",1
1309,teriyaki-chicken-meatballs,"Fry for 1 or 2 minutes in hot oil, or until meatballs are evenly cooked.","Scoop out a spoon-sized portion of the meatball mix, and shape into round balls using the palms of your hands.",1
1310,cheese-and-broccoli-calzones,"Bake for 20 to 30 minutes, or until golden brown.","Place the water, olive oil, salt, oregano, bread flour and yeast in the bread machine pan in the order recommended by the manufacturer.",1
1311,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK",Cook for 1 1/4 hours or until the pork is tender.,Add the celery and onion and fry gently for about 10 minutes or until softened.,1
1312,peach-pudding,Place in the oven and cook for about 15 minutes or until golden brown.,To ensure it is ready place bowl upside down if meringue stays stuck at the bottom of the bowl and doesn't move it's ready to continue with the next step if not carry on whisking.,1
